epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,10745.1,1.3751,0.864,0.90061,0.82929,0.72659,0.78456,0.57265,1.40595,0.83951,0.91415,5.82708e-05,5.82708e-05,5.82708e-05
184,10804.9,1.36801,0.85688,0.90261,0.81394,0.73613,0.78282,0.57165,1.40531,0.83598,0.91414,5.53602e-05,5.53602e-05,5.53602e-05
185,10864.6,1.36539,0.85679,0.89753,0.82097,0.73145,0.78545,0.57549,1.40348,0.83773,0.91411,5.24496e-05,5.24496e-05,5.24496e-05
186,10916.6,1.3785,0.86756,0.90005,0.85237,0.71958,0.78696,0.57406,1.40568,0.83696,0.9142,4.9539e-05,4.9539e-05,4.9539e-05
187,10970.3,1.35274,0.84961,0.90167,0.83444,0.72938,0.7869,0.5744,1.40832,0.84148,0.91421,4.66284e-05,4.66284e-05,4.66284e-05
188,11027.3,1.37136,0.86365,0.8983,0.84503,0.71978,0.78911,0.57702,1.40159,0.83287,0.9136,4.37178e-05,4.37178e-05,4.37178e-05
189,11083.5,1.37525,0.86645,0.89583,0.82939,0.72791,0.7859,0.57459,1.40216,0.83527,0.91313,4.08072e-05,4.08072e-05,4.08072e-05
190,11145.6,1.36674,0.85616,0.9022,0.83029,0.72638,0.78611,0.57532,1.404,0.83666,0.91382,3.78966e-05,3.78966e-05,3.78966e-05
191,11194,1.37695,0.85868,0.90571,0.83418,0.70068,0.77403,0.56612,1.4126,0.85671,0.9179,3.4986e-05,3.4986e-05,3.4986e-05
192,11241.5,1.37772,0.85628,0.90055,0.84624,0.6949,0.77307,0.56305,1.41164,0.86257,0.91767,3.20754e-05,3.20754e-05,3.20754e-05
193,11290.6,1.37895,0.85699,0.89874,0.84001,0.70071,0.77401,0.56139,1.41627,0.86186,0.91758,2.91648e-05,2.91648e-05,2.91648e-05
194,11337.8,1.38103,0.85507,0.90134,0.84459,0.70097,0.77566,0.5655,1.40909,0.85677,0.9159,2.62542e-05,2.62542e-05,2.62542e-05
195,11387.3,1.37211,0.85165,0.89965,0.81791,0.71077,0.77643,0.56863,1.40509,0.85464,0.91465,2.33436e-05,2.33436e-05,2.33436e-05
196,11436.2,1.39105,0.8597,0.90084,0.83758,0.70854,0.77841,0.5665,1.40594,0.85083,0.91482,2.0433e-05,2.0433e-05,2.0433e-05
197,11483.4,1.3824,0.84598,0.9011,0.8321,0.70472,0.77576,0.56369,1.40576,0.85281,0.91541,1.75224e-05,1.75224e-05,1.75224e-05
198,11531,1.38697,0.85234,0.9035,0.82594,0.71125,0.7794,0.56731,1.40452,0.84753,0.91532,1.46118e-05,1.46118e-05,1.46118e-05
199,11578.3,1.37161,0.83847,0.89989,0.86514,0.69179,0.77644,0.56616,1.40307,0.84884,0.91504,1.17012e-05,1.17012e-05,1.17012e-05
200,11628.1,1.37416,0.84321,0.89823,0.82981,0.70741,0.77706,0.5628,1.40768,0.85176,0.91587,8.7906e-06,8.7906e-06,8.7906e-06
